"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"Multi-Agent Auditing for Smart Contracts*","Y. Ding; J. Yu; A. Twabi; L. Zhang; T. Kondo; H. Sato","Hiroshima University, Higashihiroshima, Japan; The University of Tokyo, Tokyo, Japan; Hiroshima University, Higashihiroshima, Japan; The University of Tokyo, Tokyo, Japan; Hiroshima University, Higashihiroshima, Japan; National Institute of Informatics, Tokyo, Japan",2025 9th International Symposium on Computer Science and Intelligent Control (ISCSIC),"26 Jan 2026","2025","","","1","7","Smart contracts underpin contemporary decentralized systems, yet their immutability and perpetual execution amplify the consequences of latent defects. Despite progress in manual audits, static analysis, fuzzing, and formal verification, auditors face a widening gap between the scalability and desired assurance due to limited automation capability. Recent large language models (LLMs) with tool-use capabilities promise greater automation, but monolithic single-agent auditors struggle with coverage, robustness, and reproducibility. Motivated by addressing these issues, we propose Multi-Agent Auditing (MAA), a framework that coordinates a team of tool-grounded agents through a constrained protocol that privileges verifiable artifacts. Besides, we mechanize an LLM-assisted orchestration mechanism and a shared knowledge base to coordinate a set of agents specialized in sophisticated testing approaches to produce budget-aware and evidence-centric audit results. Furthermore, we present the experiment results showing that MAA outperforms singleLLM auditors and provide empirical insights into LLM-backend selection.","","979-8-3315-6593-0","10.1109/ISCSIC67494.2025.11352002","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11352002","multi-agent system;smart contract;large language model;agent orchestration;software testing","Automation;Large language models;Scalability;Smart contracts;Knowledge based systems;Static analysis;Manuals;Robustness;Reproducibility of results;Multi-agent systems","","","","32","IEEE","26 Jan 2026","26-28 Sept. 2025","26-28 Sept. 2025","IEEE","IEEE Conferences"
"An Agentic Reasoning-Based Feedback System for Programming Assignments","N. A. A. Sulaiman; H. Haron; N. M. Mahfuz; N. A. M. Saat; S. N. Daud; S. Alias","Sustainable Information Technology & Innovation Center, Faculty of Engineering, Built Environment and Information Technology (FOEBEIT), SEGi University, Selangor, Malaysia; Sustainable Information Technology & Innovation Center, Faculty of Engineering, Built Environment and Information Technology (FOEBEIT), SEGi University, Selangor, Malaysia; Sustainable Information Technology & Innovation Center, Faculty of Engineering, Built Environment and Information Technology (FOEBEIT), SEGi University, Selangor, Malaysia; Sustainable Information Technology & Innovation Center, Faculty of Engineering, Built Environment and Information Technology (FOEBEIT), SEGi University, Selangor, Malaysia; Centre for Network Security and IoT, Faculty of Engineering, Built Environment and Information Technology (FOEBEIT), SEGi University, Selangor, Malaysia; Centre for Network Security and IoT, Faculty of Engineering, Built Environment and Information Technology (FOEBEIT), SEGi University, Selangor, Malaysia","2025 IEEE 11th International Conference on Computing, Engineering and Design (ICCED)","13 Jan 2026","2025","","","1","6","This study introduces Explain-then-Grade, an automated feedback framework designed for programming lab assignments using agent reasoning and large language models (LLMs). Unlike conventional auto-graders, which provide marks directly and general feedback, the proposed framework requires the agent to explain detected errors prior to assigning marks, thereby enhancing pedagogical value and transparency. The framework integrates sandboxed execution, on-the-fly test generation, and structured, stepwise explanatory reasoning, ensuring that students receive constructive, rubric-aligned feedback. To evaluate its effectiveness, the system was applied to anonymized submissions from a Data Mining module and complemented with open-source student code repositories. Performance was benchmarked against classic unit test-based auto-graders and LLM-only grading models, using five dimensions: grading accuracy, explanation quality, error coverage, and efficiency. Results demonstrate that Explain-then-Grade achieved higher grading reliability ($93 \%$ accuracy, $\kappa=0.85$), superior explanation quality (4.4/5), broader error coverage ($83.7 \%$), and substantial time savings ($67 \%$). These outcomes highlight its potential to support both traditional and open and distance learning (ODL) contexts by shifting automated assessment from mere evaluation toward formative, feedback-driven learning. The study establishes a structured agentic reasoning pipeline for reproducible and pedagogically aligned automated grading.","2767-7826","979-8-3315-4520-8","10.1109/ICCED68324.2025.11324743","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11324743","Agent Reasoning;Automated Grading;Large Language Model (LLM);Trustworthy AI in Education","Computer aided instruction;Accuracy;Codes;Large language models;Pipelines;Cognition;Test pattern generators;Reliability;Data mining;Programming profession","","","","16","IEEE","13 Jan 2026","13-15 Nov. 2025","13-15 Nov. 2025","IEEE","IEEE Conferences"
"Multi-Agent Fuzzy Reinforcement Learning With LLM for Cooperative Navigation of Endovascular Robotics","T. Yao; Y. Xu; H. Wang; X. Qiu; K. Althoefer; P. Qi","Department of Control Science and Engineering, College of Electronic and Information Engineering, Shanghai Institute of Intelligent Science and Technology, Tongji University, Shanghai, China; College of Engineering, Southern University of Science and Technology, Shenzhen, China; Department of Control Science and Engineering, College of Electronic and Information Engineering, Shanghai Institute of Intelligent Science and Technology, Tongji University, Shanghai, China; School of Electronic and Electrical Engineering, Shanghai University of Engineering Science, Shanghai, China; Centre for Advanced Robotics @ Queen Mary, School of Engineering and Materials Science, Queen Mary University of London, London, U.K.; Department of Control Science and Engineering, College of Electronic and Information Engineering, Shanghai Institute of Intelligent Science and Technology, Tongji University, Shanghai, China",IEEE Transactions on Fuzzy Systems,"","2025","PP","99","1","11","Endovascular interventions require precise, cooperative control of multiple instruments, such as guidewires and catheters, to navigate complex vascular anatomies. Current robotic systems, reliant on leader-follower control, depend heavily on operator expertise and lack intelligence. Learning-based methods, often limited to single-instrument control, fall short in complex clinical scenarios requiring multi-instrument coordination. This study proposes a Multi-Agent Fuzzy Reinforcement Learning (MAFRL) framework, guided by large language models (LLMs), for task-level autonomous, cooperative navigation in endovascular robotics. LLMs provide procedural priors and context-aware policy guidance, enabling adaptive decision-making for collaborative guidewire and catheter agents. Central to the framework, fuzzy reinforcement learning mitigates LLM-induced uncertainties by adaptively embedding clinical constraints into reward functions, ensuring strict adherence to procedural safety and precise alignment with the complexities of real-world endovascular interventions. Validated in a 3D vascular simulation, this approach achieves superior navigation performance and procedural efficiency compared to conventional methods, underscoring the transformative potential of fuzzy reinforcement learning in advancing LLM-guided MARL for endovascular robotics.","1941-0034","","10.1109/TFUZZ.2025.3585934","National Key Research and Development Program of China(grant numbers:2023YFB4705200); National Natural Science Foundation of China(grant numbers:62273257); Open Project Fund of State Key Laboratory of Cardiovascular Diseases(grant numbers:2024SKL-TJ002); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11078928","Autonomous navigation;endovascular procedure;fuzzy reinforcement learning;large language models;learning-based control","Navigation;Catheters;Robots;Robot kinematics;Reinforcement learning;Fuzzy systems;Uncertainty;Instruments;Decision making;Anatomy","","5","","","IEEE","14 Jul 2025","","","IEEE","IEEE Early Access Articles"
"Agent for User: Testing Multi - User Interactive Features in TikTok","S. Feng; C. Du; H. Liu; Q. Wang; Z. Lv; G. Huo; X. Yang; C. Chen","Monash University, Australia; Jilin University, China; Jilin University, China; Jilin University, China; Bytedance, China; Bytedance, China; Bytedance, China; Technical University of Munich, Germany",2025 IEEE/ACM 47th International Conference on Software Engineering: Software Engineering in Practice (ICSE-SEIP),"20 Aug 2025","2025","","","57","68","TikTok, a widely-used social media app boasting over a billion monthly active users, requires effective app quality assurance for its intricate features. Feature testing is crucial in achieving this goal. However, the multi-user interactive features within the app, such as live streaming, voice calls, etc., pose significant challenges for developers, who must handle simultaneous device management and user interaction coordination. To address this, we introduce a novel multi-agent approach, powered by the Large Language Models (LLMs), to automate the testing of multi-user interactive app features. In detail, we build a virtual device farm that allocates the necessary number of devices for a given multi-user interactive task. For each device, we deploy an LLM-based agent that simulates a user, thereby mimicking user interactions to collaboratively automate the testing process. The evaluations on 24 multi-user interactive tasks within the TikTok app, showcase its capability to cover 75% of tasks with 85.9 % action similarity and offer 87 % time savings for developers. Additionally, we have also integrated our approach into the real-world TikTok testing platform, aiding in the detection of 26 multi-user interactive bugs.","2832-7659","979-8-3315-3685-5","10.1109/ICSE-SEIP66354.2025.00011","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11121721","multi-agent LLMs;multi-user interactive feature;android app testing","Software testing;Video on demand;Social networking (online);Computer bugs;Software;Web sites;Time factors;Servers;Testing;Software engineering","","","","59","IEEE","20 Aug 2025","27 April-3 May 2025","27 April-3 May 2025","IEEE","IEEE Conferences"
"Try-Then-Eval: Equipping an LLM-based Agent with a Two-Phase Mechanism to Solve Computer Tasks","D. Cao; P. Nguyen; V. Le; L. Nguyen; V. Nguyen","Faculty of Information Technology, University of Science, Ho Chi Minh City, Vietnam; Faculty of Information Technology, University of Science, Ho Chi Minh City, Vietnam; Faculty of Computer Science, University of Information Technology, Ho Chi Minh City, Vietnam; Faculty of Information Technology, University of Science, Ho Chi Minh City, Vietnam; Faculty of Information Technology, University of Science, Ho Chi Minh City, Vietnam","2024 IEEE International Conference on Systems, Man, and Cybernetics (SMC)","20 Jan 2025","2024","","","1224","1229","Building an autonomous intelligent agent capable of carrying out web automation tasks from descriptions in natural language offers a wide range of applications, including software testing, virtual assistants, and task automation in general. However, recent studies addressing this problem often require manually constructing of prior human demonstrations. In this paper, we approach the problem by leveraging the idea of reinforcement learning (RL) with the two-phase mechanism to form an agent using LLMs for automating computer tasks without relying on human demonstrations. We evaluate our LLM-based agent using the MiniWob++ dataset of web-based application tasks, showing that our approach achieves 85% success rate without prior demonstrations. The results also demonstrate the agent's capability of self-improvement through training.","","978-1-6654-1020-5","10.1109/SMC54092.2024.10831260","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10831260","","Training;Software testing;Automation;Virtual assistants;Supervised learning;Natural languages;Reinforcement learning;Planning;Intelligent agents;Cybernetics","","","","25","IEEE","20 Jan 2025","6-10 Oct. 2024","6-10 Oct. 2024","IEEE","IEEE Conferences"
"LLMs in Debate: Does Arguing Make Them Better at Detecting Metamorphic Relations?","D. B. Bose; Y. B. Alebachew; C. Brown","Department of Computer Science, Virginia Tech; Department of Computer Science, Virginia Tech; Department of Computer Science, Virginia Tech",2025 40th IEEE/ACM International Conference on Automated Software Engineering Workshops (ASEW),"19 Jan 2026","2025","","","43","50","Large Language Models (LLMs) are transforming software engineering, including mobile Augmented Reality (AR) applications. AR software behavior often depends on dynamic environmental factors, making it difficult to use conventional testing and verification approaches. Metamorphic Testing (MT) offers an alternative by assessing whether expected transformations hold across varied conditions. However, there is limited work exploring how well LLMs can detect these transformations-Metamorphic Relations (MRs)-in applications. We propose a stability-driven evaluation framework that examines whether LLMs consistently apply MRs across rephrasings. Our study finds that StarCoder and CodeLlama exhibit higher stability in MR identification compared to the general-purpose model Gemma. Additionally, we use a multi-agent debate framework to investigate whether combining multiple perspectives improves consistency in MR identification. The debate mechanism reduces MR inconsistencies, leading to more stable MR identification across all MRs. While debate helps stabilize MR identification, our evaluation against humanlabeled ground truth reveals that stability alone does not always correlate with correctness. Some models maintain stable yet incorrect predictions(CodeLlama), whereas debate enhances both consistency and correctness alignment, making LLM reasoning more reliable. This work contributes a method to evaluate LLMs in the absence of ground truth, establishing stability as a metric for assessing model reliability. Applying a multi-agent debate framework offers a promising approach to enhancing LLM reliability, especially in contexts where the ground truth is elusive.","2151-0849","979-8-3315-8503-7","10.1109/ASEW67777.2025.00019","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11334553","Large language models;Metamorphic testing;Augmented Reality (AR);Multi-Agent Debate;Stability Evaluation","Software testing;Large language models;Source coding;Predictive models;Stability analysis;Cognition;Software;Software reliability;Augmented reality;Software engineering","","","","48","IEEE","19 Jan 2026","16-20 Nov. 2025","16-20 Nov. 2025","IEEE","IEEE Conferences"
"Leveraging Large Language Models for Dynamic Scenario Building targeting Enhanced Cyber-threat Detection and Security Training","C. Marantos; S. Evangelatos; E. Veroni; G. Lalas; K. Chasapas; I. T. Christou; P. Lappas","Research & Innovation Development Department, Netcompany-Intrasoft S.A., Luxembourg, Luxembourg; Research & Innovation Development Department, Netcompany-Intrasoft S.A., Luxembourg, Luxembourg; Research & Innovation Development Department, Netcompany-Intrasoft S.A., Luxembourg, Luxembourg; Research & Innovation Development Department, Netcompany-Intrasoft S.A., Luxembourg, Luxembourg; Research & Innovation Development Department, Netcompany-Intrasoft S.A., Luxembourg, Luxembourg; Research & Innovation Development Department, Netcompany-Intrasoft S.A., Luxembourg, Luxembourg; Research & Innovation Development Department, Netcompany-Intrasoft S.A., Luxembourg, Luxembourg",2024 IEEE International Conference on Big Data (BigData),"16 Jan 2025","2024","","","2779","2788","As cybercrime is becoming increasingly sophisticated, effective cybersecurity is crucial to safeguard digital assets and protect critical infrastructures from emerging threats. Several security applications exploit recent advances in (Big) data analysis and Artificial Intelligence (AI) to prevent and respond to malicious activities. Towards this direction, supervised and unsupervised Machine Learning (ML) methods are used to detect anomalies or reveal patterns that may indicate potential threats. However, the successful implementation of these technologies requires security practitioners to undergo specialized training to fully understand and use AI-driven tools and data analytics. On the other hand, AI models themselves are vulnerable to a variety of cyber threats, which can compromise their training data and learning processes. To ensure the safe operation of these systems, especially when deployed in adversarial environments, it is crucial to create novel AI adversarial algorithms and models that are resilient against diverse security threats. This work presents a conceptual framework based on Large Language Models (LLMs) supported by a Multi-Agent layer for training of security practitioners in various advanced technologies and enhance ML models ability to detect and respond to emerging cyber threats effectively.","2573-2978","979-8-3503-6248-0","10.1109/BigData62323.2024.10825681","Horizon Europe; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10825681","Scenario Building;LLM;Adversarial Learning;Data Augmentation;Explainable AI","Training;Explainable AI;Large language models;Buildings;Training data;Transforms;Big Data;Data models;Security;Multi-agent systems","","2","","30","IEEE","16 Jan 2025","15-18 Dec. 2024","15-18 Dec. 2024","IEEE","IEEE Conferences"
"A Fully Automated Agent for End-to-End Code Translation and Validation","E. Erer; A. Bozanta; T. Aytac; A. Basar","Computer Engineering, Bogazici University, Istanbul, Turkey; Management Information Systems, Bogazici University, Istanbul, Turkey; Data Science, AI4U, Istanbul, Turkey; Data Science Lab, Toronto Metropolitan University, Toronto, Canada",2025 ACM/IEEE International Symposium on Empirical Software Engineering and Measurement (ESEM),"12 Jan 2026","2025","","","324","330","Background: Software migration across programming languages is a critical yet labor-intensive task, often requiring deep code understanding and manual intervention. Aims: In this study, we aim to develop a fully automated agent for end-to-end code translation and validation. Method: First, we generate code comments from Java source code using various large language models (LLMs) to enhance code comprehension and facilitate cross-language translation. Second, leveraging these AI-generated comments, we automatically generate equivalent C# code, demonstrating the potential of AI in software migration and interoperability. Third, we complete both Java and generated C# code and prepare them to execute. Fourth, we apply automated unit testing to assess functional correctness and ensure the reliability of AI-generated code. Results: Our results show that a fully automated LLM agent may effectively bridge programming languages with minimal human input. This approach opens new possibilities for scalable, AIdriven software modernization and cross-platform development. Conclusions: We recommend that such an LLM agent should be used to support human experts during the generation of reliable and correct code.","","979-8-3315-9147-2","10.1109/ESEM64174.2025.00058","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11323478","code generation;code summarization;code translation;code completion;automated unit testing","Java;Computer languages;Codes;Translation;Source coding;Manuals;Software;C# languages;Software reliability;Testing","","","","25","IEEE","12 Jan 2026","2-3 Oct. 2025","2-3 Oct. 2025","IEEE","IEEE Conferences"
"A Fully Automated Agent for End-to-End Code Translation and Validation","E. Erer; A. Bozanta; T. Aytac; A. Basar","Computer Engineering, Bogazici University, Istanbul, Turkey; Management Information Systems, Bogazici University, Istanbul, Turkey; Data Science, AI4U, Istanbul, Turkey; Data Science Lab, Toronto Metropolitan University, Toronto, Canada",2025 IEEE International Conference on Collaborative Advances in Software and COmputiNg (CASCON),"23 Jan 2026","2025","","","134","141","Migration of software across programming languages is a critical yet labor-intensive task, often requiring deep code understanding and manual intervention. In this study, we develop a fully automated agent for end-to-end code translation and validation. First, we generate code comments from Java source code using various large language models (LLMs) to enhance code comprehension and facilitate cross-language translation. Second, leveraging these AI-generated comments, we automatically generate equivalent C# code, demonstrating the potential of AI in software migration and interoperability. Third, we complete both Java and generated C# code and prepare them to execute. Fourth, we apply automated unit testing to assess functional correctness and ensure the reliability of AI-generated code. Our results show that a fully automated LLM agent may be effective in bridging programming languages with human-in-the-loop. This approach opens new possibilities for scalable, AIdriven software modernization and cross-platform development. We recommend that such an LLM agent should be used in tandem with human experts during the generation of a reliable and correct code.","","979-8-3315-9948-5","10.1109/CASCON66301.2025.00128","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11344486","code generation;code summarization;code translation;code completion;automated unit testing","Measurement;Java;Computer languages;Codes;Translation;Source coding;Software;C# languages;Software reliability;Testing","","","","25","IEEE","23 Jan 2026","10-13 Nov. 2025","10-13 Nov. 2025","IEEE","IEEE Conferences"
"Human-In-The-Loop Software Development Agents: Challenges and Future Directions","J. Pasuksmit; W. Takerngsaksiri; P. Thongtanunam; C. Tantithamthavorn; R. Zhang; S. Wang; F. Jiang; J. Li; E. Cook; K. Chen; M. Wu","Atlassian, Australia; Monash University, Australia; The University of Melbourne, Australia; Monash University, Australia; Atlassian, Australia; Atlassian, Australia; Atlassian, Australia; Atlassian, Australia; Atlassian, Australia; Atlassian, Australia; Atlassian, Australia",2025 IEEE/ACM 22nd International Conference on Mining Software Repositories (MSR),"13 Jun 2025","2025","","","756","757","Multi-agent LLM-driven systems for software development are rapidly gaining traction, offering new opportunities to enhance productivity. At Atlassian, we deployed Human-in-the-Loop Software Development Agents to resolve Jira work items and evaluated the generated code quality using functional correctness testing and GPT-based similarity scoring. This paper highlights two major challenges: the high computational costs of unit testing and the variability in LLM-based evaluations. We also propose future research directions to improve evaluation frameworks for Human-In-The-Loop software development tools.","2574-3864","979-8-3315-0183-9","10.1109/MSR66628.2025.00112","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11025667","hula;atlassian;llm;human-in-the-loop;jira;code-generation","Productivity;Codes;Human in the loop;Software;Computational efficiency;Data mining;Software development management;Testing","","1","","6","IEEE","13 Jun 2025","28-29 April 2025","28-29 April 2025","IEEE","IEEE Conferences"
"Autonomous Penetration Testing: Solving Capture-the-Flag Challenges with LLMs","I. Bakker; J. Hastings","The Beacom College of Computer and Cyber Sciences, Dakota State University, Madison, SD, USA; The Beacom College of Computer and Cyber Sciences, Dakota State University, Madison, SD, USA",2025 Cyber Awareness and Research Symposium (CARS),"21 Jan 2026","2025","","","1","6","This study evaluates the ability of GPT-4o to au-tonomously solve beginner-level offensive security tasks by con-necting the model to OverTheWire's Bandit capture-the-flag game. Of the 25 levels that were technically compatible with a single-command SSH framework, GPT-4o solved 18 unaided and another two after minimal prompt hints for an overall 80% success rate. The model excelled at single-step challenges that involved Linux filesystem navigation, data extraction or decoding, and straightforward networking. The approach often produced the correct command in one shot and at a human-surpassing speed. Failures involved multi-command scenarios that required persistent working directories, complex network reconnaissance, daemon creation, or interaction with non-standard shells. These limitations largely reflect the architectural harness choices rather than a lack of general exploit knowledge. The results demonstrate that large language models (LLMs) can automate a substantial portion of novice penetration-testing workflow, potentially lowering the expertise barrier for attackers and offering productivity gains for defenders who use LLMs as rapid reconnaissance aides. Further, the unsolved tasks reveal specific areas where secure-by-design environments might frustrate simple LLM -driven attacks, informing future hardening strategies. Beyond offensive cyberse-curity applications, results suggest the potential to integrate LLMs into cybersecurity education as practice aids.","","979-8-3315-9628-6","10.1109/CARS67163.2025.11337515","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11337515","Large Language Models (LLMs);Offensive Cy-bersecurity;Capture-the-Flag (CTF) Challenges;Penetration Testing Automation","Productivity;Navigation;Linux;Large language models;Education;Games;Reconnaissance;Data models;Decoding;Penetration testing","","","","20","IEEE","21 Jan 2026","27-30 Oct. 2025","27-30 Oct. 2025","IEEE","IEEE Conferences"
"Seeing is Believing: Vision-Driven Non-Crash Functional Bug Detection for Mobile Apps","Z. Liu; C. Li; C. Chen; J. Wang; M. Chen; B. Wu; Y. Wang; J. Hu; Q. Wang","State Key Laboratory of Complex System Modeling and Simulation Technology, Institute of Software Chinese Academy of Sciences, University of Chinese Academy of Sciences, Beijing, China; State Key Laboratory of Complex System Modeling and Simulation Technology, Institute of Software Chinese Academy of Sciences, University of Chinese Academy of Sciences, Beijing, China; Technical University of Munich, Munich, Germany; State Key Laboratory of Complex System Modeling and Simulation Technology, Institute of Software Chinese Academy of Sciences, University of Chinese Academy of Sciences, Beijing, China; State Key Laboratory of Complex System Modeling and Simulation Technology, Institute of Software Chinese Academy of Sciences, University of Chinese Academy of Sciences, Beijing, China; State Key Laboratory of Complex System Modeling and Simulation Technology, Institute of Software Chinese Academy of Sciences, University of Chinese Academy of Sciences, Beijing, China; State Key Laboratory of Complex System Modeling and Simulation Technology, Institute of Software Chinese Academy of Sciences, University of Chinese Academy of Sciences, Beijing, China; State Key Laboratory of Complex System Modeling and Simulation Technology, Institute of Software Chinese Academy of Sciences, University of Chinese Academy of Sciences, Beijing, China; State Key Laboratory of Complex System Modeling and Simulation Technology, Institute of Software Chinese Academy of Sciences, University of Chinese Academy of Sciences, Beijing, China",IEEE Transactions on Software Engineering,"11 Dec 2025","2025","51","12","3452","3466","Mobile app GUI (Graphical User Interface) pages now contain rich visual information, with the visual semantics of each page helping users understand the application logic. However, these complex visual and functional logics present new challenges to software testing. Existing automated GUI testing methods, constrained by the lack of reliable testing oracles, are limited to detecting crash bugs with obvious abnormal signals. Consequently, many non-crash functional bugs, ranging from unexpected behaviors to logical errors, often evade detection by current techniques. While these non-crash functional bugs can exhibit visual cues that serve as potential testing oracles, they often entail a sequence of screenshots, and detecting them necessitates an understanding of the operational logic among GUI page transitions, which is challenging traditional techniques. Considering the remarkable performance of Multimodal Large Language Models (MLLM) in visual and language understanding, this paper proposes VisionDroid, a novel vision-driven, multi-agent collaborative automated GUI testing approach for detecting non-crash functional bugs. It comprises three agents: Explorer, Monitor, and Detector, to guide the exploration, oversee the testing progress, and spot issues. We also address several challenges, i.e., aligning visual and textual information for MLLM input, achieving functionality-oriented exploration, and inferring test oracles for non-crash bugs, to enhance the performance of functionality bug detection. We evaluate VisionDroid on 590 non-crash bugs and compare it with 12 baselines, it can achieve more than 14%-112% and 108%-147% boost in average recall and precision compared with the best baseline. The ablation study further proves the contribution of each module. Moreover, VisionDroid identifies 43 unknown bugs on Google Play, of which 31 have been fixed.","1939-3520","","10.1109/TSE.2025.3614469","National Natural Science Foundation of China(grant numbers:62402483,62232016,62072442,62272445,62402484); Basic Research Program of ISCAS(grant numbers:ISCAS-JCZD-202304); Major Program of ISCAS(grant numbers:ISCAS-ZD-202302,ISCAS-ZD-202401); Innovation Team 2024 ISCAS(grant numbers:2024-66); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11181197","Multimodal large language model;android app;non-crash bugs","Computer bugs;Graphical user interfaces;Testing;Visualization;Detectors;Monitoring;Logic;Data mining;Semantics;Annotations","","","","66","IEEE","26 Sep 2025","Dec. 2025","","IEEE","IEEE Journals"
"ChipMnd: LLMs for Agile Chip Design","F. Firouzi; D. Z. Pan; J. Gu; B. Farahani; J. Chaudhuri; Z. Yin; P. Ma; P. Domanski; K. Chakrabarty",Arizona State University; University of Texas at Austin; Arizona State University; Shahid Beheshti University; Arizona State University; Arizona State University; Arizona State University; Arizona State University; Arizona State University,2025 IEEE 43rd VLSI Test Symposium (VTS),"10 Jun 2025","2025","","","1","10","The increasing complexity of semiconductor design, along with stringent performance, power, and time-to-market requirements, has outpaced the capabilities of traditional Electronic Design Automation (EDA) methodologies. Conventional design workflows rely on manual intervention for critical tasks such as hardware description, synthesis optimization, and verification, leading to inefficiencies and scalability limitations. Large Language Models (LLMs) present a transformative approach by automating key stages of the design pipeline, enabling intelligent synthesis tuning, test generation, and security analysis. This paper introduces ChipMind, an LLM-driven framework comprising specialized agents and modules for digital and analog chip design. ChipMind integrates AI-driven methodologies to enhance design efficiency, accelerate prototyping, and optimize key design trade-offs, thereby addressing fundamental challenges in modern semiconductor development.","2375-1053","979-8-3315-2144-8","10.1109/VTS65138.2025.11022936","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11022936","AI for chip design;Large Language Models (LLMs);Electronic Design Automation (EDA);hardware security","Design automation;Design methodology;Scalability;Large language models;Hardware security;Very large scale integration;Complexity theory;Test pattern generators;Chip scale packaging;Optimization","","3","","56","IEEE","10 Jun 2025","28-30 April 2025","28-30 April 2025","IEEE","IEEE Conferences"
"Research on Multi-Model Fusion Machine Learning Demand Intelligent Forecasting System in Cloud Computing Environment","J. Huang","EC2 Core Platform, Amazon.Com Services LLC, Seattle, United States",2025 2nd International Conference on Intelligent Algorithms for Computational Intelligence Systems (IACIS),"5 Nov 2025","2025","","","1","7","Background: Large language models (LLMs) are increasingly being used for automated unit test generation, but reported performance varies across tasks and datasets, and key aspects such as assertion plausibility and target coverage are not well understood. Methods: We perform a structured evaluation of LLM-based test generation on recent benchmarks and settings, summarizing research results in hinting, static analysis guidance, multi-agent work frameworks, and oracle generation; we compare LLMs with traditional tools such as EvoSuite, and analyze factors that affect coverage, fault detection, and maintainability. Results: When LLMs are used in conjunction with static analysis or method slicing, competitive and improved coverage can be achieved; achieving target line/branch/path coverage and obtaining robust oracles remain challenging; using multi-stage hints and tools (e.g., interpreters/RAGs) can enhance the correctness of results, and manually verified benchmarks can effectively improve the reliability of evaluations. The tests generated by LLM are promising but not uniformly so: future extensions depend on better oracle reasoning, task-appropriate prompts and scaffolding, and rigorous contamination-aware evaluation with statistical tests and repeatable properties.","","979-8-3315-3677-0","10.1109/IACIS65746.2025.11210946","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11210946","cloud computing;resource demand forecasting;ensemble learning;machine learning","Cloud computing;Machine learning algorithms;Computational modeling;Stacking;Demand forecasting;Static analysis;Benchmark testing;Predictive models;Test pattern generators;Reliability","","","","12","IEEE","5 Nov 2025","22-23 Aug. 2025","22-23 Aug. 2025","IEEE","IEEE Conferences"
